%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=215042, 2017/01/3 17:54:58.43)
76 457  2.511372488826448190e+01 0 0 2.627798e+00 1.257341e+00 
77 463  2.511372488808653713e+01 0 0 2.627837e+00 1.257330e+00 
78 469  2.511372488817227833e+01 0 0 2.627801e+00 1.257341e+00 
79 475  2.511372488798375713e+01 0 0 2.627842e+00 1.257330e+00 
80 481  2.511372488800493485e+01 0 0 2.627848e+00 1.257328e+00 
81 487  2.511372488795586122e+01 0 0 2.627835e+00 1.257332e+00 
82 493  2.511372488806089009e+01 0 0 2.627824e+00 1.257334e+00 
83 499  2.511372488798532032e+01 0 0 2.627819e+00 1.257338e+00 
84 505  2.511372488802248881e+01 0 0 2.627846e+00 1.257328e+00 
85 511  2.511372488799599978e+01 0 0 2.627846e+00 1.257329e+00 
86 517  2.511372488792597224e+01 0 0 2.627836e+00 1.257333e+00 
87 523  2.511372488794186353e+01 0 0 2.627839e+00 1.257331e+00 
88 529  2.511372488796691727e+01 0 0 2.627837e+00 1.257332e+00 
89 535  2.511372488794443569e+01 0 0 2.627846e+00 1.257330e+00 
90 541  2.511372488794998148e+01 0 0 2.627840e+00 1.257331e+00 
91 547  2.511372488795834812e+01 0 0 2.627848e+00 1.257329e+00 
92 553  2.511372488793880109e+01 0 0 2.627843e+00 1.257331e+00 
93 559  2.511372488794515689e+01 0 0 2.627838e+00 1.257332e+00 
94 565  2.511372488793325530e+01 0 0 2.627842e+00 1.257331e+00 
95 571  2.511372488792739688e+01 0 0 2.627840e+00 1.257331e+00 
96 577  2.511372488792685331e+01 0 0 2.627837e+00 1.257332e+00 
97 583  2.511372488793044866e+01 0 0 2.627840e+00 1.257331e+00 
98 589  2.511372488792577684e+01 0 0 2.627841e+00 1.257331e+00 
99 595  2.511372488792883573e+01 0 0 2.627841e+00 1.257331e+00 
100 601  2.511372488792401825e+01 0 0 2.627840e+00 1.257331e+00 
101 607  2.511372488792560631e+01 0 0 2.627838e+00 1.257332e+00 
102 613  2.511372488792527946e+01 0 0 2.627838e+00 1.257332e+00 
103 619  2.511372488792375890e+01 0 0 2.627838e+00 1.257332e+00 
104 625  2.511372488792249058e+01 0 0 2.627837e+00 1.257333e+00 
105 631  2.511372488792581592e+01 0 0 2.627836e+00 1.257333e+00 
106 637  2.511372488792084212e+01 0 0 2.627836e+00 1.257333e+00 
107 643  2.511372488792157043e+01 0 0 2.627835e+00 1.257333e+00 
108 649  2.511372488792548197e+01 0 0 2.627837e+00 1.257333e+00 
109 655  2.511372488791830548e+01 0 0 2.627837e+00 1.257332e+00 
110 661  2.511372488792484603e+01 0 0 2.627837e+00 1.257333e+00 
111 667  2.511372488792408575e+01 0 0 2.627836e+00 1.257333e+00 
112 673  2.511372488791777258e+01 0 0 2.627836e+00 1.257333e+00 
113 679  2.511372488792255098e+01 0 0 2.627837e+00 1.257333e+00 
114 685  2.511372488792385482e+01 0 0 2.627837e+00 1.257333e+00 
115 691  2.511372488792232005e+01 0 0 2.627837e+00 1.257333e+00 
116 697  2.511372488792078883e+01 0 0 2.627837e+00 1.257333e+00 
117 703  2.511372488792369850e+01 0 0 2.627837e+00 1.257333e+00 
118 709  2.511372488792019197e+01 0 0 2.627837e+00 1.257333e+00 
119 715  2.511372488791867497e+01 0 0 2.627837e+00 1.257333e+00 
120 721  2.511372488792014224e+01 0 0 2.627837e+00 1.257333e+00 
121 727  2.511372488791844759e+01 0 0 2.627837e+00 1.257333e+00 
122 733  2.511372488792071422e+01 0 0 2.627837e+00 1.257333e+00 
123 739  2.511372488792310520e+01 0 0 2.627837e+00 1.257333e+00 
124 745  2.511372488792200386e+01 0 0 2.627837e+00 1.257333e+00 
125 751  2.511372488792215307e+01 0 0 2.627837e+00 1.257333e+00 
126 757  2.511372488792250834e+01 0 0 2.627837e+00 1.257333e+00 
127 763  2.511372488792025592e+01 0 0 2.627837e+00 1.257333e+00 
128 769  2.511372488792484603e+01 0 0 2.627837e+00 1.257333e+00 
129 775  2.511372488792116897e+01 0 0 2.627837e+00 1.257333e+00 
130 781  2.511372488792515867e+01 0 0 2.627837e+00 1.257333e+00 
131 787  2.511372488792154556e+01 0 0 2.627837e+00 1.257333e+00 
132 793  2.511372488792346402e+01 0 0 2.627837e+00 1.257333e+00 
133 799  2.511372488792177649e+01 0 0 2.627837e+00 1.257333e+00 
134 805  2.511372488791961644e+01 0 0 2.627837e+00 1.257333e+00 
135 811  2.511372488792181912e+01 0 0 2.627837e+00 1.257333e+00 
136 817  2.511372488792072133e+01 0 0 2.627837e+00 1.257333e+00 
137 823  2.511372488792351376e+01 0 0 2.627837e+00 1.257333e+00 
138 829  2.511372488791955959e+01 0 0 2.627837e+00 1.257333e+00 
139 835  2.511372488792049040e+01 0 0 2.627837e+00 1.257333e+00 
140 841  2.511372488792274638e+01 0 0 2.627837e+00 1.257333e+00 
141 847  2.511372488792160595e+01 0 0 2.627837e+00 1.257333e+00 
142 853  2.511372488792066804e+01 0 0 2.627837e+00 1.257333e+00 
143 859  2.511372488791927537e+01 0 0 2.627837e+00 1.257333e+00 
144 865  2.511372488792264690e+01 0 0 2.627837e+00 1.257333e+00 
145 871  2.511372488792207491e+01 0 0 2.627837e+00 1.257333e+00 
146 877  2.511372488792320468e+01 0 0 2.627837e+00 1.257333e+00 
147 883  2.511372488792136792e+01 0 0 2.627837e+00 1.257333e+00 
148 889  2.511372488792151714e+01 0 0 2.627837e+00 1.257333e+00 
149 895  2.511372488792431668e+01 0 0 2.627837e+00 1.257333e+00 
150 901  2.511372488792595448e+01 0 0 2.627837e+00 1.257333e+00 
151 907  2.511372488792261848e+01 0 0 2.627837e+00 1.257333e+00 
152 913  2.511372488791992552e+01 0 0 2.627837e+00 1.257333e+00 
153 919  2.511372488791918656e+01 0 0 2.627837e+00 1.257333e+00 
154 925  2.511372488792246571e+01 0 0 2.627837e+00 1.257333e+00 
155 931  2.511372488792414259e+01 0 0 2.627837e+00 1.257333e+00 
156 937  2.511372488791955959e+01 0 0 2.627837e+00 1.257333e+00 
157 943  2.511372488791883839e+01 0 0 2.627837e+00 1.257333e+00 
158 949  2.511372488792396140e+01 0 0 2.627837e+00 1.257333e+00 
159 955  2.511372488792309099e+01 0 0 2.627837e+00 1.257333e+00 
160 961  2.511372488792122937e+01 0 0 2.627837e+00 1.257333e+00 
161 967  2.511372488791955249e+01 0 0 2.627837e+00 1.257333e+00 
162 973  2.511372488792285296e+01 0 0 2.627837e+00 1.257333e+00 
163 979  2.511372488792408575e+01 0 0 2.627837e+00 1.257333e+00 
164 985  2.511372488792065738e+01 0 0 2.627837e+00 1.257333e+00 
165 991  2.511372488792162727e+01 0 0 2.627837e+00 1.257333e+00 
166 997  2.511372488792476787e+01 0 0 2.627837e+00 1.257332e+00 
167 1003  2.511372488791966262e+01 0 0 2.627837e+00 1.257333e+00 
168 1009  2.511372488792091673e+01 0 0 2.627837e+00 1.257333e+00 
169 1015  2.511372488792193991e+01 0 0 2.627837e+00 1.257333e+00 
170 1021  2.511372488791956314e+01 0 0 2.627837e+00 1.257333e+00 
171 1027  2.511372488791948143e+01 0 0 2.627837e+00 1.257332e+00 
172 1033  2.511372488792289204e+01 0 0 2.627837e+00 1.257332e+00 
173 1039  2.511372488792265045e+01 0 0 2.627837e+00 1.257332e+00 
174 1045  2.511372488792110502e+01 0 0 2.627837e+00 1.257332e+00 
175 1051  2.511372488791960933e+01 0 0 2.627837e+00 1.257332e+00 
176 1057  2.511372488792169833e+01 0 0 2.627837e+00 1.257332e+00 
177 1063  2.511372488792298086e+01 0 0 2.627837e+00 1.257332e+00 
178 1069  2.511372488792143898e+01 0 0 2.627837e+00 1.257332e+00 
179 1075  2.511372488792196123e+01 0 0 2.627837e+00 1.257332e+00 
180 1081  2.511372488792063251e+01 0 0 2.627837e+00 1.257332e+00 
181 1087  2.511372488791990421e+01 0 0 2.627837e+00 1.257333e+00 
182 1093  2.511372488792211044e+01 0 0 2.627837e+00 1.257333e+00 
183 1099  2.511372488792336810e+01 0 0 2.627837e+00 1.257333e+00 
184 1105  2.511372488792468971e+01 0 0 2.627837e+00 1.257332e+00 
185 1111  2.511372488792174806e+01 0 0 2.627837e+00 1.257333e+00 
186 1117  2.511372488791962354e+01 0 0 2.627837e+00 1.257332e+00 
187 1123  2.511372488792434154e+01 0 0 2.627837e+00 1.257333e+00 
188 1129  2.511372488792154201e+01 0 0 2.627837e+00 1.257333e+00 
189 1135  2.511372488792202162e+01 0 0 2.627837e+00 1.257333e+00 
190 1141  2.511372488792078173e+01 0 0 2.627836e+00 1.257333e+00 
191 1147  2.511372488791965552e+01 0 0 2.627837e+00 1.257333e+00 
192 1153  2.511372488792140345e+01 0 0 2.627838e+00 1.257332e+00 
193 1159  2.511372488792172675e+01 0 0 2.627838e+00 1.257332e+00 
194 1165  2.511372488792099844e+01 0 0 2.627838e+00 1.257332e+00 
195 1171  2.511372488792380153e+01 0 0 2.627838e+00 1.257332e+00 
196 1177  2.511372488792064672e+01 0 0 2.627837e+00 1.257333e+00 
197 1183  2.511372488792494551e+01 0 0 2.627838e+00 1.257332e+00 
198 1189  2.511372488792426694e+01 0 0 2.627839e+00 1.257332e+00 
199 1195  2.511372488792245150e+01 0 0 2.627838e+00 1.257332e+00 
200 1201  2.511372488792209978e+01 0 0 2.627837e+00 1.257332e+00 
201 1207  2.511372488792338586e+01 0 0 2.627837e+00 1.257333e+00 
202 1213  2.511372488792384772e+01 0 0 2.627837e+00 1.257333e+00 
203 1219  2.511372488792428115e+01 0 0 2.627837e+00 1.257332e+00 
204 1225  2.511372488792080304e+01 0 0 2.627838e+00 1.257332e+00 
205 1231  2.511372488792510893e+01 0 0 2.627838e+00 1.257332e+00 
206 1237  2.511372488792158464e+01 0 0 2.627838e+00 1.257332e+00 
207 1243  2.511372488792413904e+01 0 0 2.627838e+00 1.257332e+00 
208 1249  2.511372488792356350e+01 0 0 2.627839e+00 1.257332e+00 
209 1255  2.511372488792686042e+01 0 0 2.627838e+00 1.257332e+00 
210 1261  2.511372488792299151e+01 0 0 2.627839e+00 1.257332e+00 
211 1267  2.511372488792301993e+01 0 0 2.627838e+00 1.257332e+00 
212 1273  2.511372488792198610e+01 0 0 2.627836e+00 1.257333e+00 
213 1279  2.511372488792065027e+01 0 0 2.627836e+00 1.257333e+00 
214 1285  2.511372488792470392e+01 0 0 2.627836e+00 1.257333e+00 
215 1291  2.511372488792099489e+01 0 0 2.627835e+00 1.257333e+00 
216 1297  2.511372488792253677e+01 0 0 2.627835e+00 1.257333e+00 
217 1303  2.511372488792325797e+01 0 0 2.627836e+00 1.257333e+00 
218 1309  2.511372488792169477e+01 0 0 2.627837e+00 1.257333e+00 
219 1315  2.511372488792026658e+01 0 0 2.627836e+00 1.257333e+00 
220 1321  2.511372488792325086e+01 0 0 2.627836e+00 1.257333e+00 
221 1327  2.511372488791896629e+01 0 0 2.627837e+00 1.257333e+00 
222 1333  2.511372488792275348e+01 0 0 2.627837e+00 1.257332e+00 
223 1339  2.511372488792065383e+01 0 0 2.627836e+00 1.257333e+00 
224 1345  2.511372488792040514e+01 0 0 2.627836e+00 1.257333e+00 
225 1351  2.511372488791874602e+01 0 0 2.627836e+00 1.257333e+00 
226 1357  2.511372488792071778e+01 0 0 2.627837e+00 1.257333e+00 
227 1363  2.511372488791954183e+01 0 0 2.627836e+00 1.257333e+00 
228 1369  2.511372488791765889e+01 0 0 2.627837e+00 1.257332e+00 
229 1375  2.511372488792023105e+01 0 0 2.627837e+00 1.257332e+00 
230 1381  2.511372488791936775e+01 0 0 2.627838e+00 1.257332e+00 
231 1387  2.511372488792353508e+01 0 0 2.627837e+00 1.257333e+00 
232 1393  2.511372488792381574e+01 0 0 2.627838e+00 1.257332e+00 
233 1399  2.511372488792322599e+01 0 0 2.627837e+00 1.257333e+00 
234 1405  2.511372488792237334e+01 0 0 2.627838e+00 1.257332e+00 
235 1411  2.511372488792215663e+01 0 0 2.627836e+00 1.257333e+00 
236 1417  2.511372488792054014e+01 0 0 2.627837e+00 1.257333e+00 
237 1423  2.511372488792109436e+01 0 0 2.627836e+00 1.257333e+00 
238 1429  2.511372488792196123e+01 0 0 2.627836e+00 1.257333e+00 
239 1435  2.511372488792008184e+01 0 0 2.627836e+00 1.257333e+00 
240 1441  2.511372488792121516e+01 0 0 2.627837e+00 1.257333e+00 
241 1447  2.511372488791926827e+01 0 0 2.627836e+00 1.257333e+00 
242 1453  2.511372488791875668e+01 0 0 2.627835e+00 1.257333e+00 
243 1459  2.511372488792127200e+01 0 0 2.627836e+00 1.257333e+00 
244 1465  2.511372488791875668e+01 0 0 2.627836e+00 1.257333e+00 
245 1471  2.511372488792097712e+01 0 0 2.627836e+00 1.257333e+00 
246 1477  2.511372488792029500e+01 0 0 2.627836e+00 1.257333e+00 
247 1483  2.511372488792212820e+01 0 0 2.627836e+00 1.257333e+00 
248 1489  2.511372488792431312e+01 0 0 2.627836e+00 1.257333e+00 
249 1495  2.511372488792155622e+01 0 0 2.627835e+00 1.257333e+00 
250 1501  2.511372488792359547e+01 0 0 2.627836e+00 1.257333e+00 
251 1507  2.511372488792157753e+01 0 0 2.627836e+00 1.257333e+00 
252 1513  2.511372488791860391e+01 0 0 2.627835e+00 1.257333e+00 
253 1519  2.511372488792286006e+01 0 0 2.627835e+00 1.257333e+00 
254 1525  2.511372488792287783e+01 0 0 2.627835e+00 1.257333e+00 
255 1531  2.511372488792231294e+01 0 0 2.627836e+00 1.257333e+00 
256 1537  2.511372488792088831e+01 0 0 2.627835e+00 1.257333e+00 
257 1543  2.511372488792196478e+01 0 0 2.627836e+00 1.257333e+00 
258 1549  2.511372488792035895e+01 0 0 2.627836e+00 1.257333e+00 
259 1555  2.511372488792167346e+01 0 0 2.627836e+00 1.257333e+00 
260 1561  2.511372488792158819e+01 0 0 2.627836e+00 1.257333e+00 
261 1567  2.511372488792150648e+01 0 0 2.627835e+00 1.257333e+00 
262 1573  2.511372488792034119e+01 0 0 2.627836e+00 1.257333e+00 
263 1579  2.511372488792341073e+01 0 0 2.627836e+00 1.257333e+00 
264 1585  2.511372488792115831e+01 0 0 2.627836e+00 1.257333e+00 
265 1591  2.511372488792228452e+01 0 0 2.627836e+00 1.257333e+00 
266 1597  2.511372488791996815e+01 0 0 2.627836e+00 1.257333e+00 
267 1603  2.511372488791935353e+01 0 0 2.627836e+00 1.257333e+00 
268 1609  2.511372488792168411e+01 0 0 2.627836e+00 1.257333e+00 
269 1615  2.511372488792427404e+01 0 0 2.627836e+00 1.257333e+00 
270 1621  2.511372488792251190e+01 0 0 2.627836e+00 1.257333e+00 
271 1627  2.511372488792144608e+01 0 0 2.627836e+00 1.257333e+00 
272 1633  2.511372488792060409e+01 0 0 2.627836e+00 1.257333e+00 
273 1639  2.511372488791997881e+01 0 0 2.627835e+00 1.257333e+00 
274 1645  2.511372488792158464e+01 0 0 2.627836e+00 1.257333e+00 
275 1651  2.511372488792200386e+01 0 0 2.627836e+00 1.257333e+00 
276 1657  2.511372488792080304e+01 0 0 2.627836e+00 1.257333e+00 
277 1663  2.511372488791922564e+01 0 0 2.627836e+00 1.257333e+00 
278 1669  2.511372488792168411e+01 0 0 2.627836e+00 1.257333e+00 
279 1675  2.511372488792115121e+01 0 0 2.627836e+00 1.257333e+00 
280 1681  2.511372488792056856e+01 0 0 2.627837e+00 1.257333e+00 
281 1687  2.511372488791903024e+01 0 0 2.627836e+00 1.257333e+00 
282 1693  2.511372488792319047e+01 0 0 2.627837e+00 1.257333e+00 
283 1699  2.511372488792176938e+01 0 0 2.627836e+00 1.257333e+00 
284 1705  2.511372488791907998e+01 0 0 2.627836e+00 1.257333e+00 
285 1711  2.511372488792210689e+01 0 0 2.627836e+00 1.257333e+00 
286 1717  2.511372488792115121e+01 0 0 2.627836e+00 1.257333e+00 
287 1723  2.511372488792147095e+01 0 0 2.627836e+00 1.257333e+00 
288 1729  2.511372488791902313e+01 0 0 2.627836e+00 1.257333e+00 
289 1735  2.511372488791982605e+01 0 0 2.627836e+00 1.257333e+00 
290 1741  2.511372488792110147e+01 0 0 2.627836e+00 1.257333e+00 
291 1747  2.511372488791918300e+01 0 0 2.627836e+00 1.257333e+00 
292 1753  2.511372488792069291e+01 0 0 2.627836e+00 1.257333e+00 
293 1759  2.511372488792050106e+01 0 0 2.627837e+00 1.257333e+00 
294 1765  2.511372488792122581e+01 0 0 2.627836e+00 1.257333e+00 
295 1771  2.511372488791980828e+01 0 0 2.627836e+00 1.257333e+00 
296 1777  2.511372488792207136e+01 0 0 2.627836e+00 1.257333e+00 
297 1783  2.511372488791869984e+01 0 0 2.627836e+00 1.257333e+00 
298 1789  2.511372488792320823e+01 0 0 2.627837e+00 1.257333e+00 
299 1795  2.511372488792130397e+01 0 0 2.627837e+00 1.257333e+00 
300 1801  2.511372488792288138e+01 0 0 2.627837e+00 1.257333e+00 
301 1807  2.511372488792438418e+01 0 0 2.627837e+00 1.257333e+00 
302 1813  2.511372488792257229e+01 0 0 2.627836e+00 1.257333e+00 
303 1819  2.511372488792100555e+01 0 0 2.627836e+00 1.257333e+00 
304 1825  2.511372488792154201e+01 0 0 2.627837e+00 1.257333e+00 
305 1831  2.511372488791795732e+01 0 0 2.627837e+00 1.257333e+00 
306 1837  2.511372488792286006e+01 0 0 2.627837e+00 1.257333e+00 
307 1843  2.511372488792348889e+01 0 0 2.627837e+00 1.257333e+00 
308 1849  2.511372488792040869e+01 0 0 2.627837e+00 1.257333e+00 
309 1855  2.511372488791548818e+01 0 0 2.627836e+00 1.257333e+00 
310 1861  2.511372488791983315e+01 0 0 2.627836e+00 1.257333e+00 
311 1867  2.511372488792329705e+01 0 0 2.627836e+00 1.257333e+00 
312 1873  2.511372488792202518e+01 0 0 2.627836e+00 1.257333e+00 
313 1879  2.511372488792308744e+01 0 0 2.627836e+00 1.257333e+00 
314 1885  2.511372488791985091e+01 0 0 2.627836e+00 1.257333e+00 
315 1891  2.511372488791996815e+01 0 0 2.627836e+00 1.257333e+00 
316 1897  2.511372488792061830e+01 0 0 2.627836e+00 1.257333e+00 
317 1903  2.511372488791959512e+01 0 0 2.627836e+00 1.257333e+00 
318 1909  2.511372488792045843e+01 0 0 2.627836e+00 1.257333e+00 
319 1915  2.511372488792023105e+01 0 0 2.627836e+00 1.257333e+00 
320 1921  2.511372488792368785e+01 0 0 2.627836e+00 1.257333e+00 
321 1927  2.511372488791917590e+01 0 0 2.627836e+00 1.257333e+00 
322 1933  2.511372488791838364e+01 0 0 2.627836e+00 1.257333e+00 
323 1939  2.511372488792108726e+01 0 0 2.627836e+00 1.257333e+00 
324 1945  2.511372488792080304e+01 0 0 2.627836e+00 1.257333e+00 
325 1951  2.511372488792020619e+01 0 0 2.627836e+00 1.257333e+00 
326 1957  2.511372488792071067e+01 0 0 2.627836e+00 1.257333e+00 
327 1963  2.511372488791993263e+01 0 0 2.627836e+00 1.257333e+00 
328 1969  2.511372488792368429e+01 0 0 2.627836e+00 1.257333e+00 
329 1975  2.511372488791957380e+01 0 0 2.627836e+00 1.257333e+00 
330 1981  2.511372488792097712e+01 0 0 2.627836e+00 1.257333e+00 
331 1987  2.511372488791957736e+01 0 0 2.627836e+00 1.257333e+00 
332 1993  2.511372488792028790e+01 0 0 2.627836e+00 1.257333e+00 
333 1999  2.511372488791857194e+01 0 0 2.627836e+00 1.257333e+00 
334 2005  2.511372488791895563e+01 0 0 2.627836e+00 1.257333e+00 
335 2011  2.511372488792286362e+01 0 0 2.627836e+00 1.257333e+00 
336 2017  2.511372488791968038e+01 0 0 2.627836e+00 1.257333e+00 
337 2023  2.511372488792124713e+01 0 0 2.627836e+00 1.257333e+00 
338 2029  2.511372488792119384e+01 0 0 2.627836e+00 1.257333e+00 
339 2035  2.511372488792058988e+01 0 0 2.627836e+00 1.257333e+00 
340 2041  2.511372488792204649e+01 0 0 2.627836e+00 1.257333e+00 
341 2047  2.511372488791875668e+01 0 0 2.627836e+00 1.257333e+00 
342 2053  2.511372488792301638e+01 0 0 2.627836e+00 1.257333e+00 
343 2059  2.511372488792303770e+01 0 0 2.627836e+00 1.257333e+00 
344 2065  2.511372488792099134e+01 0 0 2.627836e+00 1.257333e+00 
345 2071  2.511372488792151358e+01 0 0 2.627836e+00 1.257333e+00 
346 2077  2.511372488792137148e+01 0 0 2.627836e+00 1.257333e+00 
347 2083  2.511372488792405733e+01 0 0 2.627836e+00 1.257333e+00 
348 2089  2.511372488792063251e+01 0 0 2.627836e+00 1.257333e+00 
349 2095  2.511372488792050817e+01 0 0 2.627836e+00 1.257333e+00 
350 2101  2.511372488791747770e+01 0 0 2.627836e+00 1.257333e+00 
351 2107  2.511372488792003210e+01 0 0 2.627836e+00 1.257333e+00 
352 2113  2.511372488792311941e+01 0 0 2.627836e+00 1.257333e+00 
353 2119  2.511372488792111568e+01 0 0 2.627836e+00 1.257333e+00 
354 2125  2.511372488792287072e+01 0 0 2.627836e+00 1.257333e+00 
355 2131  2.511372488791980828e+01 0 0 2.627836e+00 1.257333e+00 
356 2137  2.511372488792220636e+01 0 0 2.627836e+00 1.257333e+00 
357 2143  2.511372488791938551e+01 0 0 2.627836e+00 1.257333e+00 
358 2149  2.511372488792029856e+01 0 0 2.627836e+00 1.257333e+00 
359 2155  2.511372488792070001e+01 0 0 2.627836e+00 1.257333e+00 
360 2161  2.511372488791906576e+01 0 0 2.627836e+00 1.257333e+00 
361 2167  2.511372488791695901e+01 0 0 2.627836e+00 1.257333e+00 
362 2173  2.511372488792001079e+01 0 0 2.627836e+00 1.257333e+00 
363 2179  2.511372488792050461e+01 0 0 2.627836e+00 1.257333e+00 
364 2185  2.511372488791871405e+01 0 0 2.627836e+00 1.257333e+00 
365 2191  2.511372488792295243e+01 0 0 2.627836e+00 1.257333e+00 
366 2197  2.511372488791831259e+01 0 0 2.627836e+00 1.257333e+00 
367 2203  2.511372488792006052e+01 0 0 2.627836e+00 1.257333e+00 
368 2209  2.511372488792203228e+01 0 0 2.627836e+00 1.257333e+00 
369 2215  2.511372488791825930e+01 0 0 2.627836e+00 1.257333e+00 
